"LOCATION_NAME","LOCATION_X_COORDINATE","LOCATION_Y_COORDINATE","SAMPLE_DATE","INFORMATION_TYPE","CHARACTERISTIC_NAME","RSLT_PROFILE_DEPTH","RSLT_RESULT_VALUE","RSLT_RESULT_UNIT","WCFD_EQUIPMENT_TYPE","WCFD_EQUIPMENT_DESC"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",18.381,0.21,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",21.143,0.22,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2019-07-30,"epilimnion sample","CHLOROPHYLL A",NA,7.862,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2018-09-11,"epilimnion sample","CHLOROPHYLL A (PROBE)",NA,5.028,"RFU","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2018-08-27,"epilimnion sample","CHLOROPHYLL A",NA,3.8,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2020-09-27,"epilimnion sample","CHLOROPHYLL A",NA,2.856,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2018-07-17,"epilimnion sample","CHLOROPHYLL A",NA,5.2,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2019-07-16,"epilimnion sample","CHLOROPHYLL A",NA,4.822,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2018-07-31,"epilimnion sample","CHLOROPHYLL A",NA,5.1,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2018-07-31,"epilimnion sample","CHLOROPHYLL A (PROBE)",NA,6.255,"RFU","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2018-07-03,"epilimnion sample","CHLOROPHYLL A",NA,4.1,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2018-07-03,"epilimnion sample","CHLOROPHYLL A (PROBE)",NA,7.563,"RFU","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2018-07-17,"epilimnion sample","CHLOROPHYLL A (PROBE)",NA,9.586,"RFU","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2018-09-11,"epilimnion sample","CHLOROPHYLL A",NA,2.9,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2021-09-19,"epilimnion sample","CHLOROPHYLL A",NA,3.782,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2021-06-27,"epilimnion sample","CHLOROPHYLL A",NA,2.696,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2022-06-26,"epilimnion sample","CHLOROPHYLL A",NA,2.612,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2020-07-19,"epilimnion sample","CHLOROPHYLL A",NA,2.7,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2020-08-23,"epilimnion sample","CHLOROPHYLL A",NA,11.56,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2021-09-08,"epilimnion sample","CHLOROPHYLL A",NA,8.024,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2019-08-13,"epilimnion sample","CHLOROPHYLL A",NA,1.9374,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2019-08-27,"epilimnion sample","CHLOROPHYLL A",NA,9.496,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2018-08-27,"epilimnion sample","CHLOROPHYLL A (PROBE)",NA,6.28,"RFU","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2019-09-10,"epilimnion sample","CHLOROPHYLL A",NA,2.934,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2022-08-21,"epilimnion sample","CHLOROPHYLL A",NA,2.708,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2022-09-04,"epilimnion sample","CHLOROPHYLL A",NA,7.28,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2022-09-27,"epilimnion sample","CHLOROPHYLL A",NA,2.814,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2018-08-14,"epilimnion sample","CHLOROPHYLL A (PROBE)",NA,8.862,"RFU","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2020-09-06,"epilimnion sample","CHLOROPHYLL A",NA,5.54,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2020-06-23,"epilimnion sample","CHLOROPHYLL A",NA,2.838,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2020-08-02,"epilimnion sample","CHLOROPHYLL A",NA,1.3668,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2018-09-25,"epilimnion sample","CHLOROPHYLL A (PROBE)",NA,4.942,"RFU","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2018-09-25,"epilimnion sample","CHLOROPHYLL A",NA,2.5,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2019-07-01,"epilimnion sample","CHLOROPHYLL A",NA,7.498,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2018-10-09,"epilimnion sample","CHLOROPHYLL A",NA,2.2,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2022-07-02,"epilimnion sample","CHLOROPHYLL A",NA,2.844,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2022-07-17,"epilimnion sample","CHLOROPHYLL A",NA,8.29,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2019-09-24,"epilimnion sample","CHLOROPHYLL A",NA,3.958,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2021-08-10,"epilimnion sample","CHLOROPHYLL A",NA,8.028,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2022-08-08,"epilimnion sample","CHLOROPHYLL A",NA,5.46,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2021-07-11,"epilimnion sample","CHLOROPHYLL A",NA,3.41,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2021-07-25,"epilimnion sample","CHLOROPHYLL A",NA,8.944,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2020-07-07,"epilimnion sample","CHLOROPHYLL A",NA,4.504,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2018-10-09,"epilimnion sample","CHLOROPHYLL A (PROBE)",NA,3.966,"RFU","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2021-08-22,"epilimnion sample","CHLOROPHYLL A",NA,9.262,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL3 SS (2017-)",-76.515,42.47,2018-08-14,"epilimnion sample","CHLOROPHYLL A",NA,6.9,"ug/L","KEMMERER",""
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2019-09-22,"epilimnion sample","CHLOROPHYLL A",NA,6.218,"ug/L","KEMMERER",""
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2020-06-09,"epilimnion sample","CHLOROPHYLL A",NA,16.284,"ug/L","KEMMERER",""
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2020-06-22,"epilimnion sample","CHLOROPHYLL A",NA,2.29,"ug/L","KEMMERER",""
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2020-07-08,"epilimnion sample","CHLOROPHYLL A",NA,4.642,"ug/L","KEMMERER",""
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2020-07-22,"epilimnion sample","CHLOROPHYLL A",NA,3.354,"ug/L","KEMMERER",""
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2020-08-03,"epilimnion sample","CHLOROPHYLL A",NA,6.97,"ug/L","KEMMERER",""
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2020-08-18,"epilimnion sample","CHLOROPHYLL A",NA,3.854,"ug/L","KEMMERER",""
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2020-08-31,"epilimnion sample","CHLOROPHYLL A",NA,2.896,"ug/L","KEMMERER",""
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2020-09-15,"epilimnion sample","CHLOROPHYLL A",NA,2.056,"ug/L","KEMMERER",""
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",25.554,0.11,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",65.774,0,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",59.161,0.1,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",76.065,0,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",0.992,1.74,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",66.805,0,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",23.123,0.06,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",1.007,1.91,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",63.165,0,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",37.425,0.11,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",17.052,0.6,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",38.692,0.02,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",52.33,0.1,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",0.113,1.64,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",6.122,1.97,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",30.837,0,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",34.297,0.15,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",40.947,0.02,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",14.872,0.78,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",49.825,0.15,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",48.926,0.15,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",3.188,2.97,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",2.855,2.76,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",22.646,0.02,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",43.788,0.14,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",32.313,0.05,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",1.991,2.12,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",5.766,2.31,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",57.371,0.05,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",28.627,0,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",42.597,0.08,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",58.384,0.11,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",7.336,1.57,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",5.021,2.77,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",72.771,0,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",74.598,0,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",74.904,0,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",27.675,0.02,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",26.785,0.08,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",70.856,0.13,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",19.377,0.23,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",18.498,0.43,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",46.912,0.03,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",11.366,1.01,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",12.49,1.06,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",8.943,1.15,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",10.325,1.15,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",0.04,1.46,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",8.367,1.36,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",12.991,0.87,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",33.592,0.03,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",21.318,0.07,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",54.998,0.14,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",16.008,0.59,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",9.084,1.3,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",73.502,0,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",51.413,0.02,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",77.557,0.02,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",64.135,0.03,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",20.362,0.04,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",31.16,0.04,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",45.834,0.04,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",61.199,0.09,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",36.257,0.12,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",56.653,0.12,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",77.651,0,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",60.18,0,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",32.721,0.01,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",50.514,0,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",55.87,0,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",62.051,0,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",68.112,0,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",71.974,0,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",39.851,0.13,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",76.538,0,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",30.034,0.01,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",69.531,0.01,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",41.689,0.17,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",65.012,0.04,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",47.863,0.08,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",44.93,0.09,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",53.252,0.09,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",13.847,0.88,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",54.172,0.12,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",24.692,0.04,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",29.278,0.04,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2021-09-14,"depth profile","CHLOROPHYLL A (PROBE)",35.37,0.13,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2018-06-26,"epilimnion sample","CHLOROPHYLL A (PROBE)",NA,7.918,"RFU","KEMMERER",""
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2018-06-26,"epilimnion sample","CHLOROPHYLL A",NA,3.1,"ug/L","KEMMERER",""
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2018-07-09,"hypolimnion sample","CHLOROPHYLL A (PROBE)",NA,12.012,"RFU","KEMMERER",""
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2018-07-09,"epilimnion sample","CHLOROPHYLL A",NA,2.4,"ug/L","KEMMERER",""
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2018-07-09,"epilimnion sample","CHLOROPHYLL A (PROBE)",NA,4.21,"RFU","KEMMERER",""
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2018-07-25,"hypolimnion sample","CHLOROPHYLL A (PROBE)",NA,0.905,"RFU","KEMMERER",""
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2018-07-25,"epilimnion sample","CHLOROPHYLL A",NA,3.4,"ug/L","KEMMERER",""
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2018-07-25,"epilimnion sample","CHLOROPHYLL A (PROBE)",NA,4.762,"RFU","KEMMERER",""
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2018-08-05,"hypolimnion sample","CHLOROPHYLL A (PROBE)",NA,0.598,"RFU","KEMMERER",""
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2018-08-05,"epilimnion sample","CHLOROPHYLL A",NA,4,"ug/L","KEMMERER",""
"CAYUGA LAKE CSLAP (2017-)",-76.73,42.714,2018-08-05,"epilimnion sample","CHLOROPHYLL A (PROBE)",NA,3.606,"RFU","KEMMERER",""
