NHD_new,VALUE_11,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_41,VALUE_42,VALUE_43,VALUE_52,VALUE_71,VALUE_81,VALUE_82,VALUE_90,VALUE_95,SUM,LDI_streams_no_water,LDI_streams,LkAcres,Perimeter,BASIN_NAME,M_BASIN_ID,M_BAS_NAME,PWL_ID,NAME,BASIN,Ws_Acres,LAKE_ID,Location_I,Long,Lat,Region,County,Type,LocType
W02020005000884,70200,330300,20700,5400,900,0,1367100,173700,602100,15300,12600,427500,0,521100,120600,3667500,1.931135852,1.913313156,7.349961697,763.0078284,Schoharie Creek *,12,Mohawk River Basin, , , ,3086.395752,1202UWB0636C,1202UWB0636C_C,-74.4011002,42.425499,4,Schoharie,Lake,Centroid
W04120104001192,443700,196200,16200,0,0,0,1778400,236700,780300,20700,3600,411300,552600,358200,55800,4853700,1.993032653,1.902254981,14.8094,1688.95674,Tonawanda Creek,1,Lake Erie-Niagara River Basin,0102-0039,Attica Reservoir,Lake Erie-Niagara River,4753.474121,0102ATT0020,0102ATT0020_DH,-78.25945,42.83261,9,Wyoming,Lake,Deep Hole
W02020004002999,35100,87300,3600,0,0,0,359100,54000,115200,18000,10800,15300,0,0,0,698400,1.944396201,1.896934422,33.9364,1505.702022,Mohawk River Main Stem,12,Mohawk River Basin,1201-0204,South (Utica) Reservoirs,Mohawk River,898.4621582,1201SOU0955,1201SOU0955_C,-75.2341003,43.0741005,6,Oneida,Lake,Centroid
W02020005000830,73800,73800,5400,0,0,900,153000,99000,498600,39600,20700,186300,0,18900,34200,1204200,1.954673567,1.89616675,31.5394,1977.962389,Schoharie Creek *,12,Mohawk River Basin, , , ,1320.299316,,,0,0,0,,,
W04140101000883,68400,168300,17100,8100,0,900,1134900,23400,150300,14400,5400,209700,659700,2141100,56700,4658400,1.894168627,1.881039627,15.0303,1168.203548,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs., , , ,7060.610352,0302UWB0086,0302UWB0086_C,-76.7230988,43.2444992,8,Wayne,Lake,Centroid
W04120102005512,36900,50400,1800,0,0,0,444600,30600,42300,0,0,121500,0,1800,0,729900,1.92774026,1.880839841,13.8223,929.2262444,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin, , , ,823.7684937,0104UWB5726,0104UWB5726_C,-78.3591003,42.3965988,9,Cattaraugus,Lake,Centroid
W04120103000957,4500,27000,4500,0,0,0,140400,29700,89100,0,0,36900,0,0,3600,335700,1.875788043,1.864051236,10.7697,997.0670383,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin, , , ,332.999939,0104UWB5460,0104UWB5460_C,-78.7378998,42.7132988,9,Erie,Lake,Centroid
W04120101000801,269100,355500,54900,3600,0,0,3477600,739800,3240900,24300,27000,1727100,596700,370800,21600,10908900,1.885145491,1.863310875,7.008557254,889.7639423,Lake Erie West End (Silver Creek to Pa. Line),1,Lake Erie-Niagara River Basin, , , ,10445.04199,0105LSI0156,0105LSI0156_C,-79.1008987,42.5026016,9,Chautauqua,Lake,Centroid
W02020004002811,116100,123300,23400,7200,1800,0,1119600,387000,71100,20700,41400,1014300,2700,1341900,234000,4504500,1.878059885,1.855428793,11.7351,1615.950792,Mohawk River Main Stem,12,Mohawk River Basin, , , ,4310.354492,,,0,0,0,,,
W02020005000828,56700,45000,900,900,0,0,19800,158400,151200,0,0,48600,0,2700,0,484200,1.962063158,1.84940727,23.9079,1301.965695,Schoharie Creek *,12,Mohawk River Basin,1202-0015,Cobleskill Reservoirs,Mohawk River,711.1535645,1202UWB5133,1202UWB5133_C,-74.4480972,42.6618996,4,Schoharie,Lake,Centroid
W02020005000906,63900,86400,0,0,0,0,278100,59400,123300,0,2700,0,0,0,0,613800,1.94198036,1.843916585,18.9612,1201.992909,Schoharie Creek * (w/I NY watershed),12,Mohawk River Basin,1202-0069,Onteora Pond/Tannersville Reservoirs,Mohawk River,344.0499573,1202ONT0655C,1202ONT0655C_C,-74.151001,42.2164993,4,Greene,Lake,Centroid
W04120102000647,58500,16200,1800,0,0,0,2700,19800,35100,900,900,1800,0,0,0,137700,2.459204545,1.839288308,18.664,1488.571502,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin,0104-0071,Hiram Lake,Lake Erie-Niagara River,446.3866882,0104HIR5501,0104HIR5501_C,-78.3358994,42.5444984,9,Wyoming,Lake,Centroid
W02020005000811,75600,11700,1800,0,0,0,99900,19800,72900,2700,15300,108000,0,84600,5400,497700,1.98663113,1.83676512,11.6141,1677.780115,Schoharie Creek *,12,Mohawk River Basin, , , ,511.4144592,1202UWB5245,1202UWB5245_C,-74.0794983,42.6435013,4,Albany,Lake,Centroid
W04120101000905,245700,115200,15300,900,0,0,1085400,360000,1175400,10800,15300,756000,194400,355500,19800,4349700,1.875822368,1.826350323,43.2172,1961.23252,Lake Erie West End (Silver Creek to Pa. Line),1,Lake Erie-Niagara River Basin,0105-0014,Silver Creek Reservoir,Lake Erie-Niagara River,4103.905273,0105SIL0157,0105SIL0157_C,-79.093399,42.4684982,9,Chautauqua,Lake,Centroid
W02020004002938,141300,30600,1800,0,0,0,6300,41400,2700,0,4500,0,0,19800,900,249300,2.885583333,1.816863217,40.0377,2022.004045,Mohawk River Main Stem,12,Mohawk River Basin,1201-0142,Mountain Lake,Mohawk River,320.4716797,1201MOU0691,1201MOU0691_C,-74.3700027,43.1064987,5,Fulton,Lake,Centroid
W02020005000810,28800,0,0,0,0,0,6300,5400,15300,0,1800,24300,0,4500,900,87300,2.212307692,1.812382589,7.062536375,747.5163408,Schoharie Creek *,12,Mohawk River Basin, , , ,155.584137,,,0,0,0,,,
W04120102000747,100800,75600,5400,0,0,0,333900,3600,161100,900,10800,41400,0,18900,20700,773100,1.92647925,1.805682318,25.3509,1803.282003,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin,0104-0060,"Rainbow, Timber Lakes",Lake Erie-Niagara River,765.5045776,0104TIM5635,0104TIM5635_C,-78.6787033,42.3525009,9,Cattaraugus,Lake,Centroid
W04130001001363,70200,56700,8100,0,0,0,152100,3600,44100,0,0,89100,270000,699300,581400,1974600,1.833861059,1.80421655,76.9698,4092.716036,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs., , , ,2051.867188,,,0,0,0,,,
W04140101000863,104400,0,0,0,0,0,32400,0,2700,3600,900,54000,36000,87300,30600,351900,2.136327273,1.799210003,23.6802,1382.211563,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs.,0302-0051,McMullen Pond,Lake Ontario,671.1829224,0302MCM0067,0302MCM0067_C,-76.6123962,43.364399,7,Oswego,Lake,Centroid
W04120102000736,37800,19800,900,0,0,0,153000,0,15300,0,900,216000,22500,320400,212400,999000,1.828857678,1.797496496,8.884020966,887.9074074,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin, , , ,357.0858765,,,0,0,0,,,
W04120103000965,66600,67500,3600,0,0,0,383400,40500,189900,5400,1800,176400,0,216900,3600,1155600,1.841206612,1.792726722,23.8499,1639.897823,Buffalo River,1,Lake Erie-Niagara River Basin,0103-0016,Orchard Park Reservoir,Lake Erie-Niagara River,1552.268311,0103ORC5454,0103ORC5454_C,-78.6511002,42.6903992,9,Erie,Lake,Centroid
W04120104001135,0,5400,8100,0,0,6300,27000,0,900,0,0,3600,0,81000,46800,179100,1.783668342,1.783673925,6.757039895,1048.305616,Tonawanda Creek,1,Lake Erie-Niagara River Basin, , , ,586.3600464,0102UWB5087,0102UWB5087_C,-78.6112976,42.963501,9,Erie,Lake,Centroid
W04140101000877,347400,453600,48600,18000,2700,6300,4469400,84600,562500,44100,8100,641700,1391400,4209300,468000,12755700,1.800659317,1.778853532,9.283254554,1157.425317,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs., , , ,16845.57422,,,0,0,0,,,
W04120103000952,16200,0,0,0,0,0,46800,15300,54000,900,0,900,69300,114300,1800,319500,1.82,1.778425665,11.0515,1006.413262,Buffalo River,1,Lake Erie-Niagara River Basin,0103-0010,Beaver Meadow Pond,Lake Erie-Niagara River,653.902832,0103UWB5480,0103UWB5480_DH,-78.381349,42.673909,9,Wyoming,Lake,Deep Hole
W02020005000814,56700,3600,0,0,0,0,133200,900,117900,0,20700,198000,0,230400,45000,806400,1.818619448,1.761061508,10.4001,945.7825427,Schoharie Creek *,12,Mohawk River Basin, , , ,714.6879883,,,0,0,0,,,
W02020005000853,228600,27900,14400,0,900,0,26100,29700,25200,0,1800,0,0,4500,0,359100,3.070896552,1.752584238,62.9889,3439.164831,Schoharie Creek *,12,Mohawk River Basin,1202-0005,Onderdonk Lake,Mohawk River,396.2897949,1202OND0608,1202OND0608_C,-74.0848999,42.5442009,4,Albany,Lake,Centroid
W02020005000866,165600,27000,3600,0,0,900,19800,18000,21600,0,1800,0,0,1800,0,260100,3.05352381,1.74609381,43.913,2593.064733,Schoharie Creek *,12,Mohawk River Basin,1202-0037,Bear Gulch Pond,Mohawk River,414.9065247,1202BEA0596,1202BEA0596_DH,-74.59447,42.59413,4,Schoharie,Lake,Deep Hole
W04120104001197,380700,33300,900,0,0,0,305100,9900,45900,4500,900,180900,56700,178200,22500,1219500,2.080236052,1.74301189,176.046,4943.291083,Tonawanda Creek,1,Lake Erie-Niagara River Basin,0102-0040,Attica Water Supply Reservoir,Lake Erie-Niagara River,1494.780273,0102ATT0020A,0102ATT0020A_C,-78.2266006,42.7859001,9,Wyoming,Lake,Centroid
W02020004002976,1044900,683100,284400,78300,18000,11700,893700,3896100,356400,45000,113400,2502900,20700,7671600,1306800,18927000,1.776447229,1.733582079,29.9016,2655.838262,Mohawk River Main Stem,12,Mohawk River Basin,1201-0109,Harrower Pond,Mohawk River,22565.19141,,,0,0,0,,,
W02020004002969,36900,9000,2700,900,0,1800,0,32400,900,0,3600,900,0,38700,9900,137700,2.001607143,1.733209877,8.692114044,1093.074678,Mohawk River Main Stem,12,Mohawk River Basin, , , ,553.1516113,1201MAY0673,1201MAY0673_C,-74.3728027,43.0321999,5,Fulton,Lake,Centroid
W04140102001225,52200,6300,0,0,0,2700,26100,2700,0,0,17100,0,0,27000,0,134100,2.19989011,1.732826249,46.7564,3479.091084,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs.,0303-0067,Lower Salmon River Reservoir,Lake Ontario,259.6080017,0303UWB5127,0303UWB5127_C,-75.9679031,43.5349007,7,Oswego,Lake,Centroid
W02020005000901,40500,16200,0,0,0,0,99000,18900,20700,0,6300,18000,0,0,0,219600,1.895628141,1.730455373,10.2111,786.4037638,Schoharie Creek * (w/I NY watershed),12,Mohawk River Basin, , , ,285.3617859,1202UWB5221,1202UWB5221_C,-74.3539963,42.2631989,4,Greene,Lake,Centroid
W04120102005511,28800,9000,1800,0,0,0,134100,0,24300,0,4500,900,50400,101700,0,355500,1.785592287,1.72195218,8.739539517,887.0885084,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin, , , ,271.3874817,0104UWB5507,0104UWB5507_C,-78.3016968,42.5872002,9,Wyoming,Lake,Centroid
W02020005000883,5781600,16551900,2023200,521100,126000,881100,94808700,35892000,72836100,401400,1730700,23955300,259200,13040100,2219400,271027800,1.728141003,1.712608208,286.845,8622.698651,Schoharie Creek *,12,Mohawk River Basin,1202-0011,Lower Blenheim-Gilboa Reservoir,Mohawk River,227923.8906,1202BLE0630A,1202BLE0630A_C,-74.4542007,42.4431,4,Schoharie,Lake,Centroid
W04140102001234,290700,933300,180900,4500,900,5400,7785900,3331800,844200,287100,191700,3052800,427500,6876000,480600,24693300,1.713243712,1.704847145,72.5789,4394.702866,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,31125.27148,,,0,0,0,,,
W02020005000896,4193100,14765400,1839600,465300,116100,694800,88280100,32523300,67048200,347400,1494000,21372300,170100,11292300,1845000,246447000,1.708107226,1.696059347,1144.56,21964.13207,Schoharie Creek * (w/I NY watershed),12,Mohawk River Basin,1202-0012,Schoharie Reservoir,Mohawk River,201621.0625,1202SCH0638A,1202SCH0638A_C,-74.4412003,42.3662987,4,Schoharie,Lake,Centroid
W04140101000887,10800,73800,1800,0,0,900,426600,19800,91800,5400,3600,108000,216900,1219500,52200,2231100,1.69047426,1.687132356,28.5393,2486.264348,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs., , , ,3404.261963,0302UWB0087,0302UWB0087_C,-76.7040024,43.2103004,7,Cayuga,Lake,Centroid
W04120103000953,45900,0,0,0,0,0,61200,15300,54000,900,0,900,72000,124200,2700,377100,1.779782609,1.684871387,7.886136276,732.9246727,Buffalo River,1,Lake Erie-Niagara River Basin,0103-0010,Beaver Meadow Pond,Lake Erie-Niagara River,733.3862915,0103UWB5479,0103UWB5479_C,-78.3830032,42.6693993,9,Wyoming,Lake,Centroid
W02020004002936,3553200,3558600,384300,65700,14400,110700,47447100,10747800,5984100,612000,865800,11055600,1985400,7835400,982800,95202900,1.708640814,1.682192654,2396.88,32976.6532,Mohawk River Main Stem,12,Mohawk River Basin,1201-0019,Delta Reservoir,Mohawk River,94078.40625,1201DEL1059,1201DEL1059_BEACH_1,-75.463116,43.291493,6,Oneida,Lake,Shore
W04130001001228,324900,57600,21600,900,0,0,85500,0,5400,4500,0,47700,60300,112500,520200,1241100,1.911797642,1.673104504,218.878,5071.688406,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs.,0301-0016,Cranberry Pond,Lake Ontario,860.8066406,0301CRA0155,0301CRA0155_C,-77.6973038,43.300499,8,Monroe,Lake,Centroid
W04120104001185,175500,41400,2700,0,0,0,850500,34200,231300,1800,900,360900,39600,314100,31500,2084400,1.731107968,1.66955143,57.2639,3139.47061,Tonawanda Creek,1,Lake Erie-Niagara River Basin,0102-0033,Akron Reservoir,Lake Erie-Niagara River,1633.225464,0102AKR0013,0102AKR0013_C,-78.3575974,42.8675003,9,Wyoming,Lake,Centroid
W02020005000874,28800,14400,900,0,0,0,46800,5400,61200,0,8100,57600,0,172800,9900,405900,1.711789976,1.661288495,11.2961,981.9417815,Schoharie Creek *,12,Mohawk River Basin,1202-0051,Brozie/Baldwin Pond,Mohawk River,362.9082031,1202BAL0627,1202BAL0627_C,-74.5971985,42.5508995,4,Schoharie,Lake,Centroid
W04120104015111,69300,6300,10800,0,0,0,4500,0,0,0,900,80100,0,40500,289800,502200,1.75956341,1.654751095,12.1044,1430.965206,Tonawanda Creek,1,Lake Erie-Niagara River Basin, , , ,247.6011658,,,0,0,0,,,
W04120104001075,30600,5400,2700,0,0,0,9900,1800,27000,0,0,21600,0,64800,3600,167400,1.794013158,1.648876941,9.585070423,770.4023487,Tonawanda Creek,1,Lake Erie-Niagara River Basin, , , ,75.4703979,,,0,0,0,,,
W04150102000326,260100,22500,2700,0,0,0,45000,0,24300,0,9900,73800,0,89100,57600,585000,2.159556787,1.644001709,82.741,3074.878987,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,1226.468018,0303GEO5008,0303GEO5008_C,-76.1010971,44.1297989,6,Jefferson,Lake,Centroid
W02020004002977,30600,100800,33300,1800,0,0,351900,306000,875700,5400,68400,416700,17100,1100700,115200,3423600,1.647397878,1.641611754,8.837892521,1110.64263,Mohawk River Main Stem,12,Mohawk River Basin, , , ,3649.864746,,,0,0,0,,,
W04130001001247,30600,63000,16200,900,900,11700,267300,0,24300,4500,900,147600,190800,1790100,44100,2592900,1.649223744,1.641562343,8.836995934,856.908278,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs.,0301-0031,McCargo/Jefferson Lake,Lake Ontario,2211.902344,0301MCC0162S,0301MCC0162S_C,-78.0940018,43.2330017,8,Orleans,Lake,Centroid
W04120104001114,76500,9000,0,0,0,900,1800,0,900,0,900,0,900,9900,2700,103500,3.415666667,1.630183575,30.442,1378.591314,Tonawanda Creek,1,Lake Erie-Niagara River Basin, , , ,518.2310181,0102UWB5107,0102UWB5107_C,-78.6268005,42.9780998,9,Erie,Lake,Centroid
W02020005000861,42300,3600,900,0,0,0,22500,13500,3600,0,17100,0,0,5400,1800,110700,1.999210526,1.617407407,12.1956,989.0202399,Schoharie Creek *,12,Mohawk River Basin, , , ,103.3422852,1202UWB0594,1202UWB0594_C,-74.5768967,42.6053009,4,Schoharie,Lake,Centroid
W04120102000703,306900,16200,11700,2700,0,3600,5400,0,6300,0,0,900,0,0,900,354600,5.57245283,1.615078962,143.485,5441.746351,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin,0104-0001,Lime Lake,Lake Erie-Niagara River,961.2810059,0104LIM0130,0104LIM0130_C,-78.4792023,42.4273987,9,Cattaraugus,Lake,Centroid
W02020004002884,28800,7200,0,0,0,0,10800,12600,4500,0,2700,0,0,14400,0,81000,1.941206897,1.606567901,6.817073998,651.9210111,Mohawk River Main Stem,12,Mohawk River Basin, , , ,188.2371979,1201UWB0770A,1201UWB0770A_C,-74.6492996,43.2471008,5,Fulton,Lake,Centroid
W02020005000805,35100,0,0,0,0,0,14400,16200,0,0,0,18900,0,900,0,85500,2.0275,1.605695906,9.858958733,804.2587592,Schoharie Creek *,12,Mohawk River Basin,1202-0016,Central Bridge Reservoirs,Mohawk River,49.1185913,1202UWB0579,1202UWB0579_C,-74.3600998,42.7116013,4,Schoharie,Lake,Centroid
W04120104001159,0,18000,18000,900,0,7200,127800,0,7200,7200,4500,16200,0,333000,46800,586800,1.586564417,1.586566121,29.8624,1724.475196,Tonawanda Creek,1,Lake Erie-Niagara River Basin, , , ,3003.314941,,,0,0,0,,,
W02020005000902,77400,36000,1800,0,0,0,67500,343800,108000,0,1800,75600,0,35100,0,747000,1.651505376,1.584001339,24.4337,1504.136299,Schoharie Creek * (w/I NY watershed),12,Mohawk River Basin, , , ,415.3780518,1202UWB5219,1202UWB5219_C,-74.3135986,42.2551994,4,Greene,Lake,Centroid
W02020004002922,70200,12600,0,0,0,0,3600,36900,3600,0,1800,0,0,7200,0,135900,2.201369863,1.58080206,18.035,1224.895353,Mohawk River Main Stem,12,Mohawk River Basin,1201-0172,Mud Lake,Mohawk River,103.1221008,1201MUD0726,1201MUD0726_C,-74.5270004,43.172699,5,Fulton,Lake,Centroid
W02020005000885,150300,16200,7200,5400,2700,0,162900,4500,17100,2700,8100,8100,900,33300,9000,428400,1.892653722,1.579477124,30.5797,1452.377454,Schoharie Creek *,12,Mohawk River Basin, , , ,597.355896,1202UWB0643A,1202UWB0643A_C,-74.5817032,42.4404984,4,Schoharie,Lake,Centroid
W02020005000905,0,45900,0,900,0,0,196200,65700,179100,7200,0,21600,0,44100,36000,596700,1.576757164,1.57675884,9.147878018,990.4540815,Schoharie Creek * (w/I NY watershed),12,Mohawk River Basin, , , ,380.0559082,1202UWB5241,1202UWB5241_C,-74.132103,42.2165985,4,Greene,Lake,Centroid
W04140102001172,34200,149400,4500,0,0,0,1776600,632700,78300,10800,1800,356400,67500,632700,10800,3755700,1.576220073,1.570973187,16.2642,1420.568862,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,3828.154785,0303UWB1038,0303UWB1038_C,-76.0371017,43.7408981,6,Jefferson,Lake,Centroid
W04120101000906,83700,42300,0,0,0,0,392400,35100,297000,0,900,146700,0,160200,1800,1160100,1.608085284,1.56421343,33.5981,2371.569708,Lake Erie West End (Silver Creek to Pa. Line),1,Lake Erie-Niagara River Basin,0105-0034,East Mud Lake,Lake Erie-Niagara River,1173.980957,0105EMU0144,0105EMU0144_C,-79.0988007,42.4323997,9,Chautauqua,Lake,Centroid
W02020004003013,135900,6300,6300,0,0,0,900,900,9000,0,900,7200,0,12600,0,180000,3.266530612,1.555305556,50.4914,2355.380992,Mohawk River Main Stem,12,Mohawk River Basin,1201-0077,Collins Lake,Mohawk River,168.9257507,1201COL0519,1201COL0519_C,-73.9537964,42.8258018,4,Schenectady,Lake,Centroid
W04120104015112,23400,9000,8100,2700,0,0,0,0,0,0,0,1800,0,15300,171000,231300,1.617142857,1.554712495,35.9761,1922.559157,Tonawanda Creek,1,Lake Erie-Niagara River Basin, , , ,173.9053192,,,0,0,0,,,
W04120104001096,4500,0,0,0,0,0,4500,0,0,0,0,18900,0,60300,6300,94500,1.5754,1.548010582,9.362801894,993.7286631,Tonawanda Creek,1,Lake Erie-Niagara River Basin, , , ,187.4781647,,,0,0,0,,,
W04120102000678,99000,22500,10800,0,0,0,176400,10800,45000,0,2700,4500,0,12600,22500,406800,1.720964912,1.545511308,27.8662,1563.58814,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin,0104-0070,Crystal Lake,Lake Erie-Niagara River,408.9914856,0104CRY0147,0104CRY0147_DH,-78.34369899,42.4631399,9,Cattaraugus,Lake,Deep Hole
W04120102000717,43200,126000,3600,0,0,3600,795600,361800,904500,7200,46800,151200,0,0,0,2443500,1.554090739,1.544295069,15.6397,1569.646322,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin, , , ,2042.739136,0104UWB5662,0104UWB5662_C,-78.6374969,42.4352989,9,Cattaraugus,Lake,Centroid
W02020005000894,50400,258300,9900,0,0,0,2757600,292500,880200,19800,65700,434700,0,643500,33300,5445900,1.54912427,1.544042491,11.9048,906.2715582,Schoharie Creek * (w/I NY watershed),12,Mohawk River Basin, , , ,3956.331543,1202UWB5229,1202UWB5229_C,-74.2472,42.3333015,4,Greene,Lake,Centroid
W04120102000748,56700,1800,4500,0,0,0,0,3600,4500,0,0,0,0,2700,0,73800,3.325789474,1.538915989,11.4029,987.4464853,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin,0104-0060,"Rainbow, Timber Lakes",Lake Erie-Niagara River,180.420929,0104RAI5630,0104RAI5630_C,-78.6981964,42.3520012,9,Cattaraugus,Lake,Centroid
W04140101000915,72000,22500,8100,0,0,0,65700,15300,155700,0,0,0,0,0,7200,346500,1.676163934,1.535665224,17.8001,1990.221776,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs.,0302-0037,"Durand, Eastman Lakes",Lake Ontario,159.7342987,0302DUR0148A,0302DUR0148A_C,-77.5576019,43.2332993,8,Monroe,Lake,Centroid
W04120102005513,9900,0,0,0,0,0,2700,0,10800,0,0,6300,0,2700,0,32400,1.7672,1.532808642,15.2086,1022.535417,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin, , , ,242.9978333,,,0,0,0,,,
W02020004003051,78300,5400,9900,1800,0,900,47700,10800,8100,4500,0,18900,1800,130500,19800,338400,1.681072664,1.523486998,10.7655,1051.48526,Mohawk River Main Stem,12,Mohawk River Basin,1202-0036,"Clausen, Bowmaker Ponds",Mohawk River,736.696228,1201BOW0589C,1201BOW0589C_C,-74.6249008,42.7821999,4,Schoharie,Lake,Centroid
W02020005000812,59400,0,0,0,0,0,21600,12600,13500,0,0,25200,0,0,0,132300,1.947160494,1.52191232,14.6781,1166.669247,Schoharie Creek *,12,Mohawk River Basin,1202-0034,Russell Lake,Mohawk River,210.0178986,1202RUS0584,1202RUS0584_C,-74.4830017,42.7168999,4,Schoharie,Lake,Centroid
W04120102000660,40500,0,0,0,0,0,12600,2700,9900,8100,900,12600,0,0,0,87300,1.960576923,1.514959908,8.431978813,947.8687666,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin, , , ,53.4547272,0104UWB5423,0104UWB5423_C,-78.6200027,42.5443993,9,Erie,Lake,Centroid
W02020005000889,69300,9000,0,0,0,0,30600,33300,28800,0,0,25200,0,38700,3600,238500,1.722978723,1.512909853,17.1213,1287.016182,Schoharie Creek * (w/I NY watershed),12,Mohawk River Basin, , , ,113.7891998,1202UWB5201,1202UWB5201_C,-74.5296021,42.4115982,4,Schoharie,Lake,Centroid
W02020005000804,900,9900,900,0,0,0,102600,69300,148500,0,27900,15300,8100,4500,7200,395100,1.513105023,1.51193875,8.600729738,874.1642973,Schoharie Creek *,12,Mohawk River Basin, , , ,297.6002197,,,0,0,0,,,
W02020005000873,126000,8100,4500,0,0,0,20700,1800,5400,0,900,2700,0,0,0,170100,2.964489796,1.509318048,39.6887,1927.373901,Schoharie Creek *,12,Mohawk River Basin,1202-0014,Summit Lake,Mohawk River,248.9045715,1202SUM0629,1202SUM0629_C,-74.5814972,42.5831985,4,Schoharie,Lake,Centroid
W04120104001085,33300,0,0,0,0,0,22500,0,2700,0,0,0,11700,11700,0,81900,1.852222222,1.505726496,8.549952852,723.2585664,Tonawanda Creek,1,Lake Erie-Niagara River Basin, , , ,23.1591415,0102UWB5134,0102UWB5134_C,-78.4384003,42.9934006,8,Genesee,Lake,Centroid
W04140101000872,17100,36900,2700,0,0,0,340200,6300,67500,2700,0,50400,172800,1165500,122400,1984500,1.502429094,1.498100277,14.5444,2236.919691,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs., , , ,2657.07251,,,0,0,0,,,
W04120104001207,59400,45900,2700,0,0,0,1215900,72000,231300,81000,1800,45900,195300,457200,17100,2425500,1.504324838,1.491974438,13.2253,1237.436311,Tonawanda Creek,1,Lake Erie-Niagara River Basin, , , ,1237.747925,0102UWB5266,0102UWB5266_C,-78.283699,42.6641998,9,Wyoming,Lake,Centroid
W04140102001277,59400,0,0,0,0,0,21600,9000,900,0,3600,18000,0,5400,0,117900,1.991384615,1.491916879,10.8465,1194.493259,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,106.2574158,0303UWB0059A,0303UWB0059A_C,-76.3061981,43.3935013,7,Oswego,Lake,Centroid
W04140102001218,90000,563400,20700,0,0,0,10503000,680400,1107900,112500,218700,857700,375300,1482300,230400,16242300,1.482267788,1.479595562,13.654,1209.861123,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,11366.78125,,,0,0,0,,,
W02020005000846,95400,52200,11700,0,0,900,333900,79200,266400,0,87300,16200,0,348300,56700,1348200,1.515718391,1.479226376,12.0373,1324.910842,Schoharie Creek *,12,Mohawk River Basin, , , ,1255.520386,1202UWB5174,1202UWB5174_C,-74.0940018,42.573101,4,Albany,Lake,Centroid
W02020004003057,77400,6300,0,0,0,0,0,5400,3600,0,9000,0,0,19800,1800,123300,2.285098039,1.478402271,38.6949,1535.969621,Mohawk River Main Stem,12,Mohawk River Basin,1201-0114,Featherstonhaugh Lake,Mohawk River,355.6114502,1201FEA0571,1201FEA0571_DH,-74.115836,42.814377,4,Schenectady,Lake,Deep Hole
W02020004002972,3600,88200,18900,33300,28800,0,1626300,750600,910800,46800,16200,209700,0,8100,0,3741300,1.47258849,1.472134018,11.9149,1067.6232,Mohawk River Main Stem,12,Mohawk River Basin,1201-0210,Marcy Reservoir,Mohawk River,2774.016846,1201RES0955E,1201RES0955E_C,-75.288002,43.1688004,6,Oneida,Lake,Centroid
W04140101000948,22500,5400,1800,0,0,0,11700,0,9000,0,0,1800,0,33300,18900,104400,1.592747253,1.465009579,6.854092165,642.5561549,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs., , , ,107.0096664,0302ROU0144,0302ROU0144_C,-77.5632019,43.0189018,8,Monroe,Lake,Centroid
W02020005000852,24300,7200,0,0,0,0,1800,34200,17100,0,900,0,0,10800,900,97200,1.614444444,1.460843621,6.653400022,828.6493681,Schoharie Creek *,12,Mohawk River Basin, , , ,160.0245514,1202WOO0605D,1202WOO0605D_C,-74.1828003,42.5672989,4,Albany,Lake,Centroid
