COMID,LkAcres,OBJECTID,LAKE_FIN,Permanent_,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,ReachCode,FType,FCode,PERMIT_BAS,BASIN_NAME,M_BASIN_ID,M_BAS_NAME,POND_NUM,WATER,WATER_ALT,LAKE_ID,PWLID,FDATE,RESOLUTION,GNIS_ID,GNIS_NAME,AREASQKM,REACHCODE,FTYPE,FCODE,WsAcres,VALUE_11,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_41,VALUE_42,VALUE_43,VALUE_52,VALUE_71,VALUE_81,VALUE_82,VALUE_90,VALUE_95,VALUE_TOTAL,VALUE_TOTAL_EXCLUDING_WATER
15489468,16.32172111,3827,SL-25-131-P359,15489468,10/11/1999,3,958580,Nicks Pond,0.066,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,359,Nicks Pond,,0905NIC0359,,10/11/1999,Medium,958580,Nicks Pond,0.066,4.1503E+12,LakePond,39004,1802.454785,468,0,0,0,0,0,63.56142876,5.612979197,5.769985608,15.49129923,0.32709669,0,0,9.01478477,0.222425749,8111,7643
15489462,58.67434779,3826,SL-25-131-2-P360,15489462,10/11/1999,3,943872,Big Deer Pond,0.238,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,360,Big Deer Pond,,0905DEE0360,0905-0195,10/11/1999,Medium,943872,Big Deer Pond,0.238,4.1503E+12,LakePond,39004,386.4556041,296,0,0,0,0,0,65.48856549,2.97990298,4.851004851,17.04781705,0.069300069,0,0,9.424809425,0.138600139,1739,1443
15489454,17.69735169,3248,SL-1-P109-11-P155-2-P171,15489454,10/11/1999,3,977097,Tamarack Pond,0.072,4.15031E+12,390,39004,3-Sep,Raquette River,9,St. Lawrence River Basin,171,Tamarack Pond,,0903TAM0171,0903-0025,10/11/1999,Medium,977097,Tamarack Pond,0.072,4.15031E+12,LakePond,39004,236.2335835,140,0,0,0,0,0,57.42145179,22.42686891,9.85915493,7.150595883,0.866738895,0,0,2.166847237,0.108342362,1063,923
15489452,16.66179002,3828,SL-25-131-P361,15489452,10/11/1999,3,976151,Clear Pond,0.067,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,361,Clear Pond,,0905CLE0361,0905-0005,10/11/1999,Medium,976151,Clear Pond,0.067,4.1503E+12,LakePond,39004,421.7909542,81,0,0,0,0,0,77.54540451,9.246009906,3.742432581,7.539900936,0.16510732,0,0,1.706108971,0.055035773,1898,1817
15489450,13.2290676,2860,SL-25-P362-1-P363,15489450,10/11/1999,3,977008,Slender Pond,0.054,4.15031E+12,390,39004,3-Sep,Raquette River,9,St. Lawrence River Basin,363,Slender Pond,,0903SLE0363,0905-0005,10/11/1999,Medium,977008,Slender Pond,0.054,4.15031E+12,LakePond,39004,112.6751088,67,0,0,0,0,0,47.5,33.18181818,13.86363636,2.727272727,1.363636364,0,0,1.136363636,0.227272727,507,440
15489448,9.32949536,3249,SL-1-P109-11-P155-2A-P172,15489448,10/11/1999,3,976436,High Pond,0.038,4.15031E+12,390,39004,3-Sep,Raquette River,9,St. Lawrence River Basin,172,High Pond,,0903HIG0172,0903-0025,10/11/1999,Medium,976436,High Pond,0.038,4.15031E+12,LakePond,39004,41.33812328,47,0,0,0,0,0,65.4676259,7.913669065,4.316546763,20.86330935,0.71942446,0,0,0.71942446,0,186,139
15489444,25.70844259,2846,SL-25-P309-12-P330,15489444,10/11/1999,3,975929,Bassout Pond,0.104,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,330,Bassout Pond,,0905BAS0330,0905-0002,10/11/1999,Medium,975929,Bassout Pond,0.104,4.1503E+12,LakePond,39004,596.6752688,136,0,0,0,0,0,72.2636328,0.627697136,3.295409965,1.137701059,0,0,0,22.04786191,0.627697136,2685,2549
15489440,22.9817135,2843,SL-25-P309-12-1-P327,15489440,10/11/1999,3,976194,Cowhorn Pond,0.093,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,327,Cowhorn Pond,,0905COW0327,0905-0037,10/11/1999,Medium,976194,Cowhorn Pond,0.093,4.1503E+12,LakePond,39004,372.2364993,85,0,0,0,0,0,83.08176101,6.666666667,6.226415094,1.383647799,0.691823899,0,0,1.949685535,0,1675,1590
15489438,20.10352497,2845,SL-25-P309-12-3-P329,15489438,10/11/1999,3,976088,Cat Mountain Pond,0.081,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,329,Cat Mountain Pond,,0905CAT0329,0905-0002,10/11/1999,Medium,976088,Cat Mountain Pond,0.081,4.1503E+12,LakePond,39004,241.118476,89,0,0,0,0,0,88.15261044,3.614457831,7.128514056,0.100401606,0.401606426,0,0,0.602409639,0,1085,996
15489436,11.27565929,3824,SL-25-128-P358,15489436,10/11/1999,3,976347,Glasby Pond,0.046,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,358,Glasby Pond,,0905GLA0358,0905-0005,10/11/1999,Medium,976347,Glasby Pond,0.046,4.1503E+12,LakePond,39004,567.78814,86,0,0,0,0,0,84.6091535,0.283515593,3.321182665,2.065613609,0.16200891,0,0,9.19400567,0.364520049,2555,2469
15490684,8.778274905,2392,SL-25-P92,15490684,11/9/1999,3,976821,Pine Hill Pond,0.036,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,92,Pine Hill Pond,,0905PIN0092,0905-0135,11/9/1999,Medium,976821,Pine Hill Pond,0.036,4.1503E+12,LakePond,39004,249.1236884,110,0,0,0,0,0,29.6735905,41.04846686,15.23244313,0,1.582591494,0,0,9.990108803,2.472799209,1121,1011
15490678,6.906444449,2386,SL-25-P5325,15490678,11/9/1999,3,,,0.028,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,5325,Unnamed Water,,0905UWB5325,,11/9/1999,Medium,,,0.028,4.1503E+12,LakePond,39004,42.0052567,10,0,0,0,0,0,52.51396648,19.55307263,22.34636872,1.117318436,0.558659218,0,0,3.910614525,0,189,179
15490670,16.33484492,2766,SL-25-75-4-P252,15490670,11/9/1999,3,977212,Beaver Lake,0.066,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,252,Beaver Lake,,0905BEA0252,,11/9/1999,Medium,977212,Beaver Lake,0.066,4.1503E+12,LakePond,39004,316.2379877,107,0,0,0,0,0,36.62613982,27.96352584,19.30091185,1.291793313,0.987841945,0,0,12.53799392,1.291793313,1423,1316
15490664,10.45235108,2782,SL-25-P122,15490664,11/9/1999,3,977249,Smith Pond,0.042,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,122,Smith Pond,,0905SMI0122,0905-0143,11/9/1999,Medium,977249,Smith Pond,0.042,4.1503E+12,LakePond,39004,57.78450873,45,18.60465116,0,0,0,0,40,14.88372093,6.046511628,0,0.930232558,16.74418605,2.790697674,0,0,260,215
15490652,13.12888908,2780,SL-25-96-1-P264,15490652,11/9/1999,3,976251,Dodge Pond,0.053,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,264,Dodge Pond,,0905DOD0264,0905-0172,11/9/1999,Medium,976251,Dodge Pond,0.053,4.1503E+12,LakePond,39004,248.898693,57,0.188146754,0,0,0,0,73.28316087,4.891815616,3.104421449,0,0.094073377,0,0,18.43838194,0,1120,1063
15490646,22.76202776,3995,SL-25-73-19-3-6-P123,15490646,11/9/1999,3,976504,Jones Pond,0.092,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,123,Jones Pond,,0905JON0123,0905-0143,11/9/1999,Medium,976504,Jones Pond,0.092,4.1503E+12,LakePond,39004,273.5664319,129,15.33575318,0.54446461,0,0,0.090744102,23.23049002,31.30671506,2.722323049,1.08892922,0.816696915,11.2522686,0.090744102,13.43012704,0.090744102,1231,1102
15490642,223.3653108,3914,SL-25-50-P71,15490642,11/9/1999,3,957584,Moon Lake,0.905,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,71,Moon Lake,,0905MOO0071,0905-0093,11/9/1999,Medium,957584,Moon Lake,0.905,4.1503E+12,LakePond,39004,1098.76823,1101,8.925318761,0.364298725,0,0,0,63.75227687,3.43481655,3.01847515,0.442362737,0.780640125,4.189435337,0,13.3229248,1.76945095,4944,3843
15490640,28.5101506,2381,SL-25-P5105,15490640,11/9/1999,3,,,0.115,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,5105,Unnamed Water,,0905UWB5105,,11/9/1999,Medium,,,0.115,4.1503E+12,LakePond,39004,70.67472,110,9.134615385,0,0,0,0.480769231,66.82692308,2.403846154,11.53846154,0,2.884615385,0,0,4.807692308,1.923076923,318,208
15490638,14.79340157,0,,,,0,,,0,,0,0,,,,,,,,,,11/9/1999,Medium,,,0.06,4.1503E+12,LakePond,39004,759.3621366,52,1.367013373,0.059435364,0,0,0,56.10698366,12.54086181,8.112927192,6.567607727,0.505200594,0,0,14.26448737,0.475482912,3417,3365
15490636,49.35658346,4105,SL-25-73-7-P90,15490636,11/9/1999,3,976000,Bonner Lake,0.2,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,90,Bonner Lake,,0905BON0090,0905-0134,11/9/1999,Medium,976000,Bonner Lake,0.2,4.1503E+12,LakePond,39004,926.465743,254,0,0,0,0,0,43.75478927,14.25287356,5.772669221,1.149425287,0.61302682,0,0,34.20178799,0.255427842,4169,3915
15490628,308.8776993,3945,SL-25-72-P88,15490628,11/9/1999,3,977093,Sylvia Lake,1.251,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,88,Sylvia Lake,,0905SYL0088,0905-0132,11/9/1999,Medium,977093,Sylvia Lake,1.251,4.1503E+12,LakePond,39004,2187.168781,1469,7.177833512,0.740475337,0.322465066,0.20303356,2.926071898,52.33488594,16.21879852,8.611011585,0.752418488,1.349576018,0.023886301,0,9.017078705,0.322465066,9842,8373
15490624,46.5621325,2768,SL-25-75-P5117,15490624,11/9/1999,3,,,0.189,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,5117,Unnamed Water,,0905UWB5117,,11/9/1999,Medium,,,0.189,4.1503E+12,LakePond,39004,1793.58262,129,0.176278016,0,0,0,0.050365147,42.97406195,8.889448502,6.522286578,13.42231176,0.339964744,0,0,26.37874591,1.246537396,8071,7942
15490616,16.06183291,2774,SL-25-82-3-P256,15490616,11/9/1999,3,976801,Partlow Pond,0.065,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,256,Partlow Pond,,0905PAR0256,,11/9/1999,Medium,976801,Partlow Pond,0.065,4.1503E+12,LakePond,39004,906.4586511,78,5.998500375,0,0,0,0,77.70557361,1.524618845,2.224443889,3.899025244,0.724818795,0,0,7.898025494,0.024993752,4079,4001
15490614,8.375926902,0,,,,0,,,0,,0,0,,,,,,,,,,11/9/1999,Medium,,,0.034,4.1503E+12,LakePond,39004,6423.103584,35,2.386725786,0.308299848,0.013856173,0.003464043,0.290979631,51.8186227,8.909519191,5.726063461,3.664957739,4.787307746,11.09186643,0.003464043,8.691284467,2.303588749,28903,28868
15490608,19.44279646,2767,SL-25-75-P5116,15490608,11/9/1999,3,,,0.079,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,5116,Unnamed Water,,0905UWB5116,,11/9/1999,Medium,,,0.079,4.1503E+12,LakePond,39004,2282.469856,245,0.139636944,0,0,0,0.03989627,41.92100539,9.744663874,7.141432276,10.65230401,0.319170158,0,0,28.45601436,1.585876721,10271,10026
15490604,6.446411864,2775,SL-25-82-3-P256-1-P257,15490604,11/9/1999,3,976987,Shingle Pond,0.026,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,257,Shingle Pond,,0905SHI0257,0905-0171,11/9/1999,Medium,976987,Shingle Pond,0.026,4.1503E+12,LakePond,39004,232.0099936,15,10.98153547,0,0,0,0,71.62293489,0.09718173,0.485908649,9.232264334,1.360544218,0,0,6.12244898,0.09718173,1044,1029
15490596,13.75008136,2391,SL-25-P87,15490596,11/9/1999,3,976702,Mud Pond,0.056,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,87,Mud Pond,,0905MUD0087,,11/9/1999,Medium,976702,Mud Pond,0.056,4.1503E+12,LakePond,39004,228.0135745,9,5.703048181,0.589970501,0.884955752,0.589970501,66.17502458,19.27236971,5.113077679,0.196656834,0,0,0,0,0.589970501,0.884955752,1026,1017
15490592,37.5343042,0,,,,0,,,0,,0,0,,,,,,,,,,11/9/1999,Medium,,,0.152,4.1503E+12,LakePond,39004,450.4877632,22,0,0,0,0,0,69.57605985,1.097256858,2.144638404,5.586034913,0.648379052,2.044887781,0,9.376558603,9.526184539,2027,2005
15490588,8.527649626,2769,SL-25-75-P5118,15490588,11/9/1999,3,,,0.035,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,5118,Unnamed Water,,0905UWB5118,,11/9/1999,Medium,,,0.035,4.1503E+12,LakePond,39004,460.9070617,3,0,0,0,0,0,39.15982617,11.39546113,4.635441816,0.096571704,0,0,0,40.65668759,4.056011589,2074,2071
15490580,6.469381368,0,,,,0,,,0,,0,0,,,,,,,,,,11/9/1999,Medium,,,0.026,4.1503E+12,LakePond,39004,513.8009658,162,6.465116279,1.11627907,1.162790698,0.418604651,60.55813953,19.95348837,6.23255814,1.255813953,0,0.139534884,0,0,1.395348837,1.302325581,2312,2150
15490566,13.16997013,2776,SL-25-82-3-P5121,15490566,11/9/1999,3,,,0.053,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,5121,Unnamed Water,,0905UWB5121,,11/9/1999,Medium,,,0.053,4.1503E+12,LakePond,39004,3042.444392,171,4.134615385,0,0,0,0,79.59319527,1.73816568,2.285502959,4.696745562,0.621301775,0.170118343,0,6.634615385,0.125739645,13691,13520
15490558,37.47127432,2765,SL-25-75-1A-P249,15490558,11/9/1999,3,976149,Clear Lake,0.152,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,249,Clear Lake,,0905CLE0249,0905-0169,11/9/1999,Medium,976149,Clear Lake,0.152,4.1503E+12,LakePond,39004,116.8981053,189,0,0,0,0,0,43.91691395,50.44510386,2.37388724,0,2.96735905,0,0,0.296735905,0,526,337
15490538,144.7637439,3843,SL-25-49-1-P68,15490538,11/9/1999,3,960015,Payne Lake,0.586,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,68,Payne Lake,,0905PAY0068,0905-0124,11/9/1999,Medium,960015,Payne Lake,0.586,4.1503E+12,LakePond,39004,647.8419175,712,2.678166137,0.272355878,0,0,0,50.34044485,8.488424875,1.679527916,2.995914662,1.089423513,19.11030413,0,10.53109396,2.814344076,2915,2203
15490534,7.039329837,2773,SL-25-82-3-4-P255,15490534,11/9/1999,3,976398,Hall Lake,0.029,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,255,Hall Lake,,0905HAL0255,0905-0171,11/9/1999,Medium,976398,Hall Lake,0.029,4.1503E+12,LakePond,39004,228.0109291,37,0,0,0,0,0,41.55712841,42.9726997,4.044489383,1.011122346,0.303336704,0,0,9.807886754,0.303336704,1026,989
15490530,18.68484193,2772,SL-25-82-17-P5134,15490530,11/9/1999,3,,,0.076,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,5134,Unnamed Water,,0905UWB5134,,11/9/1999,Medium,,,0.076,4.1503E+12,LakePond,39004,616.2332933,7,2.603036876,0,0,0,0.03615329,53.72378886,3.723788865,2.892263196,2.024584237,1.265365148,0,0,31.88720174,1.843817787,2773,2766
15490524,13.49505707,2771,SL-25-82-17-P5128,15490524,11/9/1999,3,,,0.055,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,5128,Unnamed Water,,0905UWB5128,,11/9/1999,Medium,,,0.055,4.1503E+12,LakePond,39004,882.9024171,54,1.837203368,0,0,0,0.025516713,59.76014289,3.419239602,2.653738199,1.505486093,1.071701965,0,0,28.14493493,1.582036234,3973,3919
15490514,8.206496845,2770,SL-25-82-17-P5127,15490514,11/9/1999,3,,,0.033,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,5127,Unnamed Water,,0905UWB5127,,11/9/1999,Medium,,,0.033,4.1503E+12,LakePond,39004,965.349083,54,1.678321678,0,0,0,0.023310023,61.02564103,3.333333333,3.24009324,1.375291375,0.979020979,0,0,26.8997669,1.445221445,4344,4290
15490506,14.5522363,2779,SL-25-82-P5132,15490506,11/9/1999,3,,,0.059,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,5132,Unnamed Water,,0905UWB5132,,11/9/1999,Medium,,,0.059,4.1503E+12,LakePond,39004,434.9030934,1,0,0,0,0,0,73.67075665,1.073619632,5.828220859,1.175869121,0,0,0,18.200409,0.051124744,1957,1956
15490504,8.146831097,2778,SL-25-82-P5126,15490504,11/9/1999,3,,,0.033,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,5126,Unnamed Water,,0905UWB5126,,11/9/1999,Medium,,,0.033,4.1503E+12,LakePond,39004,3833.771077,116,1.085434174,0,0,0,0.005835668,70.73996265,4.265873016,3.909897292,1.423902894,0.746965453,0.052521008,0,17.26774043,0.501867414,17252,17136
15490474,12.55454416,2777,SL-25-82-P5123,15490474,11/9/1999,3,,,0.051,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,5123,Unnamed Water,,0905UWB5123,,11/9/1999,Medium,,,0.051,4.1503E+12,LakePond,39004,4655.757171,123,0.893028615,0,0,0,0.024006146,69.82907624,5.607835606,4.133858268,1.325139236,0.672172076,0.043211062,0,17.0347609,0.436911849,20951,20828
15490454,11.45502129,2424,SL-P292,15490454,11/9/1999,3,976670,Moon Lake,0.046,4.1503E+12,390,39004,4-Sep,Grass River,9,St. Lawrence River Basin,292,Moon Lake,,0904MOO0292,0904-0027,11/9/1999,Medium,976670,Moon Lake,0.046,4.1503E+12,LakePond,39004,22.22573736,59,0,0,0,0,0,0,92.68292683,0,0,7.317073171,0,0,0,0,100,41
15490444,26.47736488,2787,SL-25-P248,15490444,11/9/1999,3,977295,Wolf Lake,0.107,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,248,Wolf Lake,,0905WOL0248,0905-0168,11/9/1999,Medium,977295,Wolf Lake,0.107,4.1503E+12,LakePond,39004,132.4558349,134,0,0,0,0,0,4.112554113,70.56277056,1.731601732,0,1.515151515,0,0,20.77922078,1.298701299,596,462
15490828,56.6688041,4006,SL-25-73-24-5-P5068,15490828,11/9/1999,3,,,0.23,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,5068,Unnamed Water,,0905UWB5068,,11/9/1999,Medium,,,0.23,4.1503E+12,LakePond,39004,1012.01971,48,0,0,0,0,0.022192632,85.46382601,0.732356858,1.7310253,0.643586329,0.710164225,0,0,9.875721261,0.821127386,4554,4506
15490826,20.56453973,3999,SL-25-73-19-5-3-P136,15490826,11/9/1999,3,976261,Dry Timber Lake,0.083,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,136,Dry Timber Lake,,0905DRY0136,0905-0032,11/9/1999,Medium,976261,Dry Timber Lake,0.083,4.1503E+12,LakePond,39004,1252.226414,116,0,0,0,0,0,75.57528538,1.522014858,4.910309839,1.503895633,0.036238449,0,0,15.90867911,0.543576735,5635,5519
15490818,6.566754003,3711,SL-25-101-21-P5146,15490818,11/9/1999,3,,,0.027,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,5146,Unnamed Water,,0905UWB5146,,11/9/1999,Medium,,,0.027,4.1503E+12,LakePond,39004,164.0070456,47,0,0,0,0,0,98.4081042,0,1.447178003,0,0.1447178,0,0,0,0,738,691
15490804,21.83325127,3992,SL-25-73-16-P105,15490804,11/9/1999,3,951721,Green Pond,0.088,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,105,Green Pond,,0905GRE0105,0905-0137,11/9/1999,Medium,951721,Green Pond,0.088,4.1503E+12,LakePond,39004,94.230636,97,1.529051988,0,0,0,0,85.62691131,3.363914373,2.752293578,1.22324159,2.140672783,0,0,3.363914373,0,424,327
15490802,198.2926474,2830,SL-25-P281,15490802,11/9/1999,3,977056,Star Lake,0.803,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,281,Star Lake,,0905STA0281,0905-0180,11/9/1999,Medium,977056,Star Lake,0.803,4.1503E+12,LakePond,39004,632.6771177,953,20.59134108,2.639915523,0.739176346,0.158394931,1.953537487,60.03167899,6.546990496,3.959873284,1.10876452,1.900739176,0.105596621,0,0.105596621,0.158394931,2847,1894
15490800,7.985271191,2829,SL-25-P27,15490800,11/9/1999,3,948753,Duck Pond,0.032,4.1503E+12,390,39004,6-Sep,Indian River,9,St. Lawrence River Basin,27,Duck Pond,,0906DUC0027,0905-0137,11/9/1999,Medium,948753,Duck Pond,0.032,4.1503E+12,LakePond,39004,26.89280754,33,0,0,0,0,0,95.45454545,2.272727273,0,1.136363636,1.136363636,0,0,0,0,121,88
15490798,30.95025937,3998,SL-25-73-19-5-1-P134,15490798,11/9/1999,3,975938,Bear Lake,0.125,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,134,Bear Lake,,0905BEA0134,0905-0147,11/9/1999,Medium,975938,Bear Lake,0.125,4.1503E+12,LakePond,39004,575.1219865,158,1.810699588,0,0,0,0,84.40329218,2.839506173,1.687242798,0.576131687,0.164609053,0,0,7.325102881,1.193415638,2588,2430
15490796,17.61192758,3991,SL-25-73-16-1-P104,15490796,11/9/1999,3,970386,Mud Pond,0.071,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,104,Mud Pond,,0905MUD0104,0905-0137,11/9/1999,Medium,970386,Mud Pond,0.071,4.1503E+12,LakePond,39004,78.45194308,77,0,0,0,0,0,78.62318841,0.362318841,6.15942029,5.434782609,1.811594203,0,0,7.246376812,0.362318841,353,276
15490794,24.84098808,3997,SL-25-73-19-5-1-A-P130,15490794,11/9/1999,3,976585,Long Lake,0.101,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,130,Long Lake,,0905LON0130,0905-0145,11/9/1999,Medium,976585,Long Lake,0.101,4.1503E+12,LakePond,39004,368.4611209,129,2.943100065,0,0,0,0,75.4087639,8.502289078,5.755395683,0,0.784826684,0,0,6.40941792,0.196206671,1658,1529
15490790,13.70568505,3728,SL-25-101-5-P268,15490790,11/9/1999,3,,,0.056,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,268,South Twin Lake,,0905STW0268,0905-0179,11/9/1999,Medium,,,0.056,4.1503E+12,LakePond,39004,199.563895,64,7.913669065,2.038369305,0.71942446,0.35971223,1.438848921,73.74100719,2.278177458,4.436450839,0.119904077,4.076738609,2.517985612,0,0.239808153,0.119904077,898,834
15490788,21.86771429,4001,SL-25-73-19-P138,15490788,11/9/1999,3,976495,Jenny Lake,0.089,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,138,Jenny Lake,,0905JEN0138,0905-0149,11/9/1999,Medium,976495,Jenny Lake,0.089,4.1503E+12,LakePond,39004,952.6825267,130,0,0,0,0,0,77.84459947,1.804185711,2.670194852,0.024055809,0.384892952,0,0,17.07962473,0.192446476,4287,4157
15490786,21.12751586,4000,SL-25-73-19-5-P137,15490786,11/9/1999,3,976901,Rock Lake,0.086,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,137,Rock Lake,,0905ROC0137,0905-0148,11/9/1999,Medium,976901,Rock Lake,0.086,4.1503E+12,LakePond,39004,307.1187445,97,0,0,0,0,0.077821012,89.72762646,0.46692607,2.023346304,0,0.155642023,0,0,7.315175097,0.233463035,1382,1285
15490780,32.88632264,3727,SL-25-101-5-P267,15490780,1/15/2009,3,977151,Twin Lakes,0.133,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,267,North Twin Lake,,0905NTW0267,0905-0179,1/15/2009,Medium,977151,Twin Lakes,0.133,4.1503E+12,LakePond,39004,351.3424444,221,6.25,1.25,0.441176471,0.220588235,1.176470588,73.67647059,6.691176471,3.970588235,0.147058824,2.794117647,1.544117647,0,1.691176471,0.147058824,1581,1360
15490774,13.59517371,2382,SL-25-P5109,15490774,11/9/1999,3,,,0.055,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,5109,Unnamed Water,,0905UWB5109,,11/9/1999,Medium,,,0.055,4.1503E+12,LakePond,39004,88.895066,3,0,0,0,0,0,22.92191436,44.08060453,15.61712846,0,0.755667506,0,0,14.10579345,2.518891688,400,397
15490772,11.57271501,3996,SL-25-73-19-3-P125,15490772,11/9/1999,3,,,0.047,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,125,Greenwood Lake,,0905GRE0125,0905-0144,11/9/1999,Medium,,,0.047,4.1503E+12,LakePond,39004,3193.77601,87,1.673083654,0,0,0,0.0140007,63.51417571,17.04585229,5.152257613,0.511025551,0.217010851,0.11900595,0.00700035,10.99754988,0.749037452,14372,14285
15490770,86.79984428,3729,SL-25-101-8-P274,15490770,11/9/1999,3,977083,Sucker Lake,0.352,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,274,Sucker Lake,,0905SUC0274,0905-0173,11/9/1999,Medium,977083,Sucker Lake,0.352,4.1503E+12,LakePond,39004,772.9024633,424,4.060248854,0,0,0,0,83.6935167,5.10805501,1.571709234,0.818598559,0.392927308,1.015062213,0,3.274394237,0.065487885,3478,3054
15490766,8.942558239,2384,SL-25-P5143,15490766,11/9/1999,3,,,0.036,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,5143,Unnamed Water,,0905UWB5143,,11/9/1999,Medium,,,0.036,4.1503E+12,LakePond,39004,57.11548775,44,1.408450704,0,0,0,0,90.61032864,0,0,0.938967136,0.469483568,0,0,6.103286385,0.469483568,257,213
15490742,8.631223524,3947,SL-25-73-14-1-P99,15490742,11/9/1999,3,976986,Shiner Pond,0.035,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,99,Shiner Pond,,0905SHI0099,,11/9/1999,Medium,976986,Shiner Pond,0.035,4.1503E+12,LakePond,39004,163.3427455,42,0,0,0,0,0,91.05339105,0.144300144,0,8.369408369,0.432900433,0,0,0,0,735,693
15490740,14.82252771,3993,SL-25-73-19-3-5-P113,15490740,11/9/1999,3,977019,Snyder Lake,0.06,4.1503E+12,390,39004,5-Sep,Oswegatchie River,9,St. Lawrence River Basin,113,Snyder Lake,,0905SNY0113,0905-0141,11/9/1999,Medium,977019,Snyder Lake,0.06,4.1503E+12,LakePond,39004,2451.127321,134,1.459251101,0.01835536,0,0,0,69.58516887,10.89390602,4.047356828,0.321218796,0.835168869,0.440528634,0.431350954,11.57305433,0.394640235,11030,10896
15490738,27.96086542,0,,,,0,,,0,,0,0,,,,,,,,,,11/9/1999,Medium,,,0.113,4.1503E+12,LakePond,39004,348.9157449,5,0,0,0,0,0,61.59744409,8.051118211,3.450479233,8.690095847,0.511182109,0,0,12.84345048,4.856230032,1570,1565
